Lake;Transect_ID;Date;Diver;Position;Sampling_ID;Latitude;Longitude;Cloud_cover;Start_time;Segment;LeGi_Health;LeGi_Infected;Cyp_Health;Cyp_Infected;MiDo_Health;MiDo_Infected;AmRu_Health;AmRu_Infected;PeFl_Health;PeFl_Infected;Silt;Sand;Rock;Metric_block;Macrophyte;Mean_depth;Trunk;Temperature;Conductivity;DO;Turbidity;pH;TOC;TN;TP
Cromwell;CROM2;10/08/2022;Louis-Philippe;Littoral;CROM2_Littoral;45°59.301';73°59.796';80;09:46;20 - 30 m;0;0;0;0;0;0;0;0;0;0;80;0;10;10;40;70;1;19.7;19.2;6.66;0.91;5.72;7.870;381.83;11.5249
Cromwell;CROM2;10/08/2022;Louis-Philippe;Littoral;CROM2_Littoral;45°59.301';73°59.796';80;09:49;30 - 40 m;0;0;0;0;0;0;0;0;0;0;160;0;0;0;10;100;2;19.7;19.2;6.66;0.91;5.72;7.870;381.83;11.5249
Cromwell;CROM2;10/08/2022;Louis-Philippe;Littoral;CROM2_Littoral;45°59.301';73°59.796';80;09:52;40 - 50 m ;1;0;0;0;0;0;0;0;0;0;100;0;0;0;30;150;20;19.7;19.2;6.66;0.91;5.72;7.870;381.83;11.5249
Cromwell;CROM2;10/08/2022;Charles;Pelagic;CROM2_Pelagic;45°59.301';73°59.796';80;09:40;0 - 10 m ;0;0;0;0;0;0;0;0;0;0;80;0;30;60;60;50;2;19.7;19.2;6.66;0.91;5.72;7.870;381.83;11.5249
Cromwell;CROM2;10/08/2022;Charles;Pelagic;CROM2_Pelagic;45°59.301';73°59.796';80;09:43;10 - 20 m;0;0;0;0;0;0;0;0;0;0;0;0;0;100;80;30;1;19.7;19.2;6.66;0.91;5.72;7.870;381.83;11.5249
Cromwell;CROM2;10/08/2022;Charles;Pelagic;CROM2_Pelagic;45°59.301';73°59.796';80;09:46;20 - 30 m;1;1;0;0;0;0;0;0;0;0;20;0;0;80;80;40;0;19.7;19.2;6.66;0.91;5.72;7.870;381.83;11.5249
Cromwell;CROM2;10/08/2022;Charles;Pelagic;CROM2_Pelagic;45°59.301';73°59.796';80;09:49;30 - 40 m;0;1;0;0;0;0;0;0;0;0;70;0;10;20;60;60;3;19.7;19.2;6.66;0.91;5.72;7.870;381.83;11.5249
Cromwell;CROM2;10/08/2022;Charles;Pelagic;CROM2_Pelagic;45°59.301';73°59.796';80;09:52;40 - 50 m ;0;0;0;0;1;0;0;0;0;0;100;0;0;0;60;60;50;19.7;19.2;6.66;0.91;5.72;7.870;381.83;11.5249
Cromwell;CROM3;10/08/2022;Juliane;Littoral;CROM3_Littoral;45°59.334';74°00.096';60;10:22;0 - 10 m ;3;0;1;0;0;0;0;0;0;0;40;0;30;30;50;45;1;19.6;19.6;4.56;0.56;5.76;7.570;341.93;11.8224
Cromwell;CROM3;10/08/2022;Juliane;Littoral;CROM3_Littoral;45°59.334';74°00.096';60;10:25;10 - 20 m;0;0;1;0;3;0;0;0;0;0;20;0;0;80;40;40;0;19.6;19.6;4.56;0.56;5.76;7.570;341.93;11.8224
Cromwell;CROM3;10/08/2022;Juliane;Littoral;CROM3_Littoral;45°59.334';74°00.096';60;10:28;20 - 30 m;0;0;0;0;0;0;0;0;0;0;80;0;10;10;45;50;7;19.6;19.6;4.56;0.56;5.76;7.570;341.93;11.8224
Cromwell;CROM3;10/08/2022;Juliane;Littoral;CROM3_Littoral;45°59.334';74°00.096';60;10:31;30 - 40 m;0;1;1;0;0;0;0;0;0;0;70;0;30;0;50;50;10;19.6;19.6;4.56;0.56;5.76;7.570;341.93;11.8224
Cromwell;CROM3;10/08/2022;Juliane;Littoral;CROM3_Littoral;45°59.334';74°00.096';60;10:34;40 - 50 m ;0;1;2;0;0;0;0;0;0;0;30;0;70;0;60;50;6;19.6;19.6;4.56;0.56;5.76;7.570;341.93;11.8224
Cromwell;CROM3;10/08/2022;Lea;Pelagic;CROM3_Pelagic;45°59.334';74°00.096';60;10:22;0 - 10 m ;1;0;0;0;0;0;0;0;0;0;90;0;0;10;20;200;1;19.6;19.6;4.56;0.56;5.76;7.570;341.93;11.8224
Cromwell;CROM3;10/08/2022;Lea;Pelagic;CROM3_Pelagic;45°59.334';74°00.096';60;10:25;10 - 20 m;0;0;0;0;0;0;0;0;0;0;80;0;0;20;80;140;0;19.6;19.6;4.56;0.56;5.76;7.570;341.93;11.8224
Cromwell;CROM3;10/08/2022;Lea;Pelagic;CROM3_Pelagic;45°59.334';74°00.096';60;10:28;20 - 30 m;0;0;0;0;0;0;0;0;0;0;100;0;0;0;100;140;0;19.6;19.6;4.56;0.56;5.76;7.570;341.93;11.8224
Cromwell;CROM3;10/08/2022;Lea;Pelagic;CROM3_Pelagic;45°59.334';74°00.096';60;10:31;30 - 40 m;0;0;24;0;0;0;0;0;0;0;100;0;0;0;90;70;0;19.6;19.6;4.56;0.56;5.76;7.570;341.93;11.8224
Cromwell;CROM3;10/08/2022;Lea;Pelagic;CROM3_Pelagic;45°59.334';74°00.096';60;10:34;40 - 50 m ;1;0;50;0;0;0;0;0;0;0;100;0;0;0;80;60;2;19.6;19.6;4.56;0.56;5.76;7.570;341.93;11.8224
Cromwell;CROM4;10/08/2022;Charles;Littoral;CROM4_Littoral;45°59.348';74°00.071';75;10:25;0 - 10 m ;0;2;0;0;0;0;0;0;0;0;60;0;40;0;50;65;2;19.8;19.6;5.45;0.49;5.89;7.810;361.31;10.7160
Cromwell;CROM4;10/08/2022;Charles;Littoral;CROM4_Littoral;45°59.348';74°00.071';75;10:28;10 - 20 m;0;1;0;0;0;0;0;0;0;0;85;0;5;10;75;70;4;19.8;19.6;5.45;0.49;5.89;7.810;361.31;10.7160
Cromwell;CROM4;10/08/2022;Charles;Littoral;CROM4_Littoral;45°59.348';74°00.071';75;10:31;20 - 30 m;2;8;0;0;0;0;0;0;0;0;95;0;3;2;90;65;8;19.8;19.6;5.45;0.49;5.89;7.810;361.31;10.7160
Cromwell;CROM4;10/08/2022;Charles;Littoral;CROM4_Littoral;45°59.348';74°00.071';75;10:34;30 - 40 m;1;2;1;0;0;0;0;0;0;0;90;0;5;5;80;60;6;19.8;19.6;5.45;0.49;5.89;7.810;361.31;10.7160
Cromwell;CROM4;10/08/2022;Charles;Littoral;CROM4_Littoral;45°59.348';74°00.071';75;10:37;40 - 50 m ;1;3;0;0;0;0;0;0;0;0;95;0;5;0;85;60;6;19.8;19.6;5.45;0.49;5.89;7.810;361.31;10.7160
Cromwell;CROM4;10/08/2022;Louis-Philippe;Pelagic;CROM4_Pelagic;45°59.348';74°00.071';75;10:25;0 - 10 m ;0;0;0;0;2;0;0;0;0;0;90;0;0;10;20;200;6;19.8;19.6;5.45;0.49;5.89;7.810;361.31;10.7160
Cromwell;CROM4;10/08/2022;Louis-Philippe;Pelagic;CROM4_Pelagic;45°59.348';74°00.071';75;10:28;10 - 20 m;0;0;0;0;1;0;0;0;0;0;95;0;0;5;20;200;3;19.8;19.6;5.45;0.49;5.89;7.810;361.31;10.7160
Cromwell;CROM4;10/08/2022;Louis-Philippe;Pelagic;CROM4_Pelagic;45°59.348';74°00.071';75;10:31;20 - 30 m;9;0;0;0;0;0;0;0;0;0;90;0;0;10;90;150;10;19.8;19.6;5.45;0.49;5.89;7.810;361.31;10.7160
Cromwell;CROM4;10/08/2022;Louis-Philippe;Pelagic;CROM4_Pelagic;45°59.348';74°00.071';75;10:34;30 - 40 m;2;1;0;0;0;0;0;0;0;0;99;0;0;1;90;100;4;19.8;19.6;5.45;0.49;5.89;7.810;361.31;10.7160
Cromwell;CROM4;10/08/2022;Louis-Philippe;Pelagic;CROM4_Pelagic;45°59.348';74°00.071';75;10:37;40 - 50 m ;2;0;8;0;1;0;0;0;0;0;99;0;0;1;90;200;4;19.8;19.6;5.45;0.49;5.89;7.810;361.31;10.7160
Echo;ECHO1;16/08/2022;Charles;Littoral;ECHO1_Littoral;45°53.522';74°01.994';5;13:33;0 - 10 m ;0;9;4;0;0;0;0;0;0;0;90;0;10;0;50;40;8;23.5;174.3;9.84;1.80;8.00;5.580;492.41;13.4672
Echo;ECHO1;16/08/2022;Charles;Littoral;ECHO1_Littoral;45°53.522';74°01.994';5;13:33;10 - 20 m;0;0;4;0;0;0;0;0;0;0;95;0;3;2;40;30;0;23.5;174.3;9.84;1.80;8.00;5.580;492.41;13.4672
Echo;ECHO1;16/08/2022;Charles;Littoral;ECHO1_Littoral;45°53.522';74°01.994';5;13:33;20 - 30 m;3;5;0;0;0;1;0;0;2;1;90;0;5;5;20;40;5;23.5;174.3;9.84;1.80;8.00;5.580;492.41;13.4672
Echo;ECHO1;16/08/2022;Charles;Littoral;ECHO1_Littoral;45°53.522';74°01.994';5;13:33;30 - 40 m;1;4;3;0;0;2;0;0;0;0;90;0;0;10;25;35;4;23.5;174.3;9.84;1.80;8.00;5.580;492.41;13.4672
Echo;ECHO1;16/08/2022;Charles;Littoral;ECHO1_Littoral;45°53.522';74°01.994';5;13:33;40 - 50 m ;20;3;1;0;0;0;0;0;0;0;90;0;5;5;20;30;3;23.5;174.3;9.84;1.80;8.00;5.580;492.41;13.4672
Echo;ECHO1;16/08/2022;Lea;Pelagic;ECHO1_Pelagic;45°53.522';74°01.994';5;13:33;0 - 10 m ;0;0;10;0;0;0;0;0;0;0;70;0;30;0;80;70;5;23.5;174.3;9.84;1.80;8.00;5.580;492.41;13.4672
Echo;ECHO1;16/08/2022;Lea;Pelagic;ECHO1_Pelagic;45°53.522';74°01.994';5;13:33;10 - 20 m;0;1;10;0;0;0;0;0;0;0;60;0;0;40;90;50;8;23.5;174.3;9.84;1.80;8.00;5.580;492.41;13.4672
Echo;ECHO1;16/08/2022;Lea;Pelagic;ECHO1_Pelagic;45°53.522';74°01.994';5;13:33;20 - 30 m;0;8;1;0;0;0;0;0;0;16;100;0;0;0;65;50;5;23.5;174.3;9.84;1.80;8.00;5.580;492.41;13.4672
Echo;ECHO1;16/08/2022;Lea;Pelagic;ECHO1_Pelagic;45°53.522';74°01.994';5;13:33;30 - 40 m;1;4;50;0;0;0;0;0;0;9;100;0;0;0;75;80;2;23.5;174.3;9.84;1.80;8.00;5.580;492.41;13.4672
Echo;ECHO1;16/08/2022;Lea;Pelagic;ECHO1_Pelagic;45°53.522';74°01.994';5;13:33;40 - 50 m ;4;2;0;0;0;0;0;2;0;0;85;0;5;10;70;80;5;23.5;174.3;9.84;1.80;8.00;5.580;492.41;13.4672
Echo;ECHO2;16/08/2022;Juliane;Littoral;ECHO2_Littoral;45°53.478';74°01.522';20;15:00;0 - 10 m ;0;3;0;0;0;0;0;0;0;0;20;30;20;30;40;30;2;25.0;171.0;10.07;3.50;8.17;5.750;511.79;15.8648
Echo;ECHO2;16/08/2022;Juliane;Littoral;ECHO2_Littoral;45°53.478';74°01.522';20;15:00;10 - 20 m;0;0;0;0;0;1;0;0;0;0;30;30;40;0;10;25;4;25.0;171.0;10.07;3.50;8.17;5.750;511.79;15.8648
Echo;ECHO2;16/08/2022;Juliane;Littoral;ECHO2_Littoral;45°53.478';74°01.522';20;15:00;20 - 30 m;0;0;0;0;0;0;0;0;0;0;40;45;15;0;20;30;2;25.0;171.0;10.07;3.50;8.17;5.750;511.79;15.8648
Echo;ECHO2;16/08/2022;Juliane;Littoral;ECHO2_Littoral;45°53.478';74°01.522';20;15:00;30 - 40 m;0;0;0;0;0;0;0;0;0;0;40;45;10;5;30;30;5;25.0;171.0;10.07;3.50;8.17;5.750;511.79;15.8648
Echo;ECHO2;16/08/2022;Juliane;Littoral;ECHO2_Littoral;45°53.478';74°01.522';20;15:00;40 - 50 m ;0;0;0;0;1;0;0;0;0;0;50;40;5;5;40;40;6;25.0;171.0;10.07;3.50;8.17;5.750;511.79;15.8648
Echo;ECHO2;16/08/2022;Lea;Pelagic;ECHO2_Pelagic;45°53.478';74°01.522';20;15:00;0 - 10 m ;0;0;3;0;0;0;0;0;0;0;70;0;5;25;40;40;0;25.0;171.0;10.07;3.50;8.17;5.750;511.79;15.8648
Echo;ECHO2;16/08/2022;Lea;Pelagic;ECHO2_Pelagic;45°53.478';74°01.522';20;15:00;10 - 20 m;0;0;0;0;0;0;0;0;0;0;80;0;0;15;60;50;1;25.0;171.0;10.07;3.50;8.17;5.750;511.79;15.8648
Echo;ECHO2;16/08/2022;Lea;Pelagic;ECHO2_Pelagic;45°53.478';74°01.522';20;15:00;20 - 30 m;0;0;0;0;0;0;0;0;0;0;80;0;5;15;85;50;3;25.0;171.0;10.07;3.50;8.17;5.750;511.79;15.8648
Echo;ECHO2;16/08/2022;Lea;Pelagic;ECHO2_Pelagic;45°53.478';74°01.522';20;15:00;30 - 40 m;0;0;0;0;0;0;0;0;0;0;95;0;0;5;95;40;1;25.0;171.0;10.07;3.50;8.17;5.750;511.79;15.8648
Echo;ECHO2;16/08/2022;Lea;Pelagic;ECHO2_Pelagic;45°53.478';74°01.522';20;15:00;40 - 50 m ;0;0;0;0;0;0;0;0;0;0;90;0;5;5;70;60;3;25.0;171.0;10.07;3.50;8.17;5.750;511.79;15.8648
Echo;ECHO3;16/08/2022;Juliane;Littoral;ECHO3_Littoral;45°53.083';74°01.165';10;11:50;0 - 10 m ;1;2;0;0;1;2;0;0;0;0;0;40;60;0;5;30;5;23.4;159.9;9.77;1.54;8.15;5.650;519.77;15.7477
Echo;ECHO3;16/08/2022;Juliane;Littoral;ECHO3_Littoral;45°53.083';74°01.165';10;11:50;10 - 20 m;0;0;0;0;2;0;0;0;0;0;0;50;50;0;0;20;2;23.4;159.9;9.77;1.54;8.15;5.650;519.77;15.7477
Echo;ECHO3;16/08/2022;Juliane;Littoral;ECHO3_Littoral;45°53.083';74°01.165';10;11:50;20 - 30 m;0;0;0;0;2;2;0;0;0;0;0;10;90;0;0;25;3;23.4;159.9;9.77;1.54;8.15;5.650;519.77;15.7477
Echo;ECHO3;16/08/2022;Juliane;Littoral;ECHO3_Littoral;45°53.083';74°01.165';10;11:50;30 - 40 m;0;0;0;0;1;0;0;0;0;0;0;30;70;0;2;25;3;23.4;159.9;9.77;1.54;8.15;5.650;519.77;15.7477
Echo;ECHO3;16/08/2022;Juliane;Littoral;ECHO3_Littoral;45°53.083';74°01.165';10;11:50;40 - 50 m ;1;0;41;0;0;0;0;0;0;0;0;0;80;20;2;25;3;23.4;159.9;9.77;1.54;8.15;5.650;519.77;15.7477
Echo;ECHO3;16/08/2022;Charles;Pelagic;ECHO3_Pelagic;45°53.083';74°01.165';10;11:50;0 - 10 m ;1;0;24;0;1;0;0;0;0;0;0;0;100;0;2;60;1;23.4;159.9;9.77;1.54;8.15;5.650;519.77;15.7477
Echo;ECHO3;16/08/2022;Charles;Pelagic;ECHO3_Pelagic;45°53.083';74°01.165';10;11:50;10 - 20 m;0;0;1;0;0;0;0;0;0;0;0;0;100;0;0;55;0;23.4;159.9;9.77;1.54;8.15;5.650;519.77;15.7477
Echo;ECHO3;16/08/2022;Charles;Pelagic;ECHO3_Pelagic;45°53.083';74°01.165';10;11:50;20 - 30 m;0;1;0;0;0;0;0;0;0;0;0;0;100;0;0;58;1;23.4;159.9;9.77;1.54;8.15;5.650;519.77;15.7477
Echo;ECHO3;16/08/2022;Charles;Pelagic;ECHO3_Pelagic;45°53.083';74°01.165';10;11:50;30 - 40 m;0;0;3;0;0;0;0;0;0;0;0;0;100;0;0;60;2;23.4;159.9;9.77;1.54;8.15;5.650;519.77;15.7477
Echo;ECHO3;16/08/2022;Charles;Pelagic;ECHO3_Pelagic;45°53.083';74°01.165';10;11:50;40 - 50 m ;0;0;0;0;0;0;0;0;0;0;0;0;100;0;0;55;1;23.4;159.9;9.77;1.54;8.15;5.650;519.77;15.7477
Echo;ECHO4;16/08/2022;Charles;Littoral;ECHO4_Littoral;45°52.996';74°01.562';5;11:03;0 - 10 m ;0;0;0;0;1;0;0;0;0;0;85;0;15;0;3;50;1;23.3;159.6;9.71;2.12;7.96;5.720;593.87;19.3587
Echo;ECHO4;16/08/2022;Charles;Littoral;ECHO4_Littoral;45°52.996';74°01.562';5;11:03;10 - 20 m;0;0;0;0;0;1;0;0;0;0;85;0;15;0;3;55;2;23.3;159.6;9.71;2.12;7.96;5.720;593.87;19.3587
Echo;ECHO4;16/08/2022;Charles;Littoral;ECHO4_Littoral;45°52.996';74°01.562';5;11:03;20 - 30 m;0;5;0;0;0;0;0;0;0;0;85;0;15;0;2;60;2;23.3;159.6;9.71;2.12;7.96;5.720;593.87;19.3587
Echo;ECHO4;16/08/2022;Charles;Littoral;ECHO4_Littoral;45°52.996';74°01.562';5;11:03;30 - 40 m;1;0;0;0;0;2;0;0;0;0;85;0;15;0;5;60;1;23.3;159.6;9.71;2.12;7.96;5.720;593.87;19.3587
Echo;ECHO4;16/08/2022;Charles;Littoral;ECHO4_Littoral;45°52.996';74°01.562';5;11:03;40 - 50 m ;0;5;0;0;0;2;0;0;0;1;95;0;5;0;10;55;2;23.3;159.6;9.71;2.12;7.96;5.720;593.87;19.3587
Echo;ECHO4;16/08/2022;Juliane;Pelagic;ECHO4_Pelagic;45°52.996';74°01.562';5;11:03;0 - 10 m ;0;0;0;0;1;0;0;0;0;0;50;0;50;0;20;30;4;23.3;159.6;9.71;2.12;7.96;5.720;593.87;19.3587
Echo;ECHO4;16/08/2022;Juliane;Pelagic;ECHO4_Pelagic;45°52.996';74°01.562';5;11:03;10 - 20 m;0;0;0;0;0;0;0;0;0;0;40;0;60;0;20;40;3;23.3;159.6;9.71;2.12;7.96;5.720;593.87;19.3587
Echo;ECHO4;16/08/2022;Juliane;Pelagic;ECHO4_Pelagic;45°52.996';74°01.562';5;11:03;20 - 30 m;3;1;0;0;0;0;1;0;0;0;60;0;0;40;40;50;0;23.3;159.6;9.71;2.12;7.96;5.720;593.87;19.3587
Echo;ECHO4;16/08/2022;Juliane;Pelagic;ECHO4_Pelagic;45°52.996';74°01.562';5;11:03;30 - 40 m;0;0;0;0;0;0;0;0;0;0;85;0;10;5;10;50;1;23.3;159.6;9.71;2.12;7.96;5.720;593.87;19.3587
Echo;ECHO4;16/08/2022;Juliane;Pelagic;ECHO4_Pelagic;45°52.996';74°01.562';5;11:03;40 - 50 m ;0;0;0;0;0;0;0;0;0;0;80;0;10;10;2;60;1;23.3;159.6;9.71;2.12;7.96;5.720;593.87;19.3587
Echo;ECHO5;16/08/2022;Lea;Littoral;ECHO5_Littoral;45°53.277';74°01.609';10;14:17;0 - 10 m ;0;0;0;0;1;1;0;0;0;0;85;0;10;5;20;30;2;24.6;166.3;10.18;1.56;8.25;5.670;520.91;13.1379
Echo;ECHO5;16/08/2022;Lea;Littoral;ECHO5_Littoral;45°53.277';74°01.609';10;14:17;10 - 20 m;0;0;50;0;0;0;0;0;0;0;80;0;10;10;80;60;1;24.6;166.3;10.18;1.56;8.25;5.670;520.91;13.1379
Echo;ECHO5;16/08/2022;Lea;Littoral;ECHO5_Littoral;45°53.277';74°01.609';10;14:17;20 - 30 m;0;0;20;0;0;0;0;0;0;0;80;0;0;20;90;50;2;24.6;166.3;10.18;1.56;8.25;5.670;520.91;13.1379
Echo;ECHO5;16/08/2022;Lea;Littoral;ECHO5_Littoral;45°53.277';74°01.609';10;14:17;30 - 40 m;0;6;0;0;0;0;0;0;0;0;90;0;10;0;100;50;0;24.6;166.3;10.18;1.56;8.25;5.670;520.91;13.1379
Echo;ECHO5;16/08/2022;Lea;Littoral;ECHO5_Littoral;45°53.277';74°01.609';10;14:17;40 - 50 m ;15;0;5;0;0;0;0;4;0;0;80;0;0;20;80;50;1;24.6;166.3;10.18;1.56;8.25;5.670;520.91;13.1379
Echo;ECHO5;16/08/2022;Juliane;Pelagic;ECHO5_Pelagic;45°53.277';74°01.609';10;14:17;0 - 10 m ;0;0;11;0;0;0;0;0;0;0;80;0;10;10;40;50;0;24.6;166.3;10.18;1.56;8.25;5.670;520.91;13.1379
Echo;ECHO5;16/08/2022;Juliane;Pelagic;ECHO5_Pelagic;45°53.277';74°01.609';10;14:17;10 - 20 m;0;1;1;0;0;0;0;0;1;0;90;0;5;5;55;50;0;24.6;166.3;10.18;1.56;8.25;5.670;520.91;13.1379
Echo;ECHO5;16/08/2022;Juliane;Pelagic;ECHO5_Pelagic;45°53.277';74°01.609';10;14:17;20 - 30 m;2;10;0;0;0;0;0;0;0;0;90;0;10;0;30;50;0;24.6;166.3;10.18;1.56;8.25;5.670;520.91;13.1379
Echo;ECHO5;16/08/2022;Juliane;Pelagic;ECHO5_Pelagic;45°53.277';74°01.609';10;14:17;30 - 40 m;1;8;2;0;0;0;0;0;0;0;85;0;5;10;40;60;1;24.6;166.3;10.18;1.56;8.25;5.670;520.91;13.1379
Echo;ECHO5;16/08/2022;Juliane;Pelagic;ECHO5_Pelagic;45°53.277';74°01.609';10;14:17;40 - 50 m ;0;0;5;0;0;0;0;0;0;0;80;0;10;10;50;70;3;24.6;166.3;10.18;1.56;8.25;5.670;520.91;13.1379
Fournelle;FOUR1;03/08/2022;Charles;Littoral;FOUR1_Littoral;45°54.948';74°02.370';75;14:51;0 - 10 m ;0;3;0;0;2;5;0;0;0;0;97;0;3;0;40;100;2;24.9;62.5;8.44;0.76;6.68;5.410;311.15;9.0404
Fournelle;FOUR1;03/08/2022;Charles;Littoral;FOUR1_Littoral;45°54.948';74°02.370';75;14:54;10 - 20 m;0;5;0;0;3;2;0;0;0;0;100;0;0;0;35;75;2;24.9;62.5;8.44;0.76;6.68;5.410;311.15;9.0404
Fournelle;FOUR1;03/08/2022;Charles;Littoral;FOUR1_Littoral;45°54.948';74°02.370';75;14:57;20 - 30 m;0;2;0;0;6;2;0;0;0;0;100;0;0;0;20;20;1;24.9;62.5;8.44;0.76;6.68;5.410;311.15;9.0404
Fournelle;FOUR1;03/08/2022;Charles;Littoral;FOUR1_Littoral;45°54.948';74°02.370';75;15:00;30 - 40 m;0;3;0;0;0;0;0;0;0;0;99;0;0;1;60;70;2;24.9;62.5;8.44;0.76;6.68;5.410;311.15;9.0404
Fournelle;FOUR1;03/08/2022;Charles;Littoral;FOUR1_Littoral;45°54.948';74°02.370';75;15:03;40 - 50 m ;0;2;0;0;0;4;0;0;0;0;100;0;0;0;55;85;1;24.9;62.5;8.44;0.76;6.68;5.410;311.15;9.0404
Fournelle;FOUR1;03/08/2022;Juliane;Pelagic;FOUR1_Pelagic;45°54.948';74°02.370';75;14:51;0 - 10 m ;1;0;0;0;9;0;0;0;0;0;80;0;20;0;5;100;10;24.9;62.5;8.44;0.76;6.68;5.410;311.15;9.0404
Fournelle;FOUR1;03/08/2022;Juliane;Pelagic;FOUR1_Pelagic;45°54.948';74°02.370';75;14:54;10 - 20 m;3;0;0;0;3;0;0;0;0;0;95;0;5;0;5;110;7;24.9;62.5;8.44;0.76;6.68;5.410;311.15;9.0404
Fournelle;FOUR1;03/08/2022;Juliane;Pelagic;FOUR1_Pelagic;45°54.948';74°02.370';75;14:57;20 - 30 m;5;0;0;0;2;0;0;0;0;0;100;0;0;0;5;75;10;24.9;62.5;8.44;0.76;6.68;5.410;311.15;9.0404
Fournelle;FOUR1;03/08/2022;Juliane;Pelagic;FOUR1_Pelagic;45°54.948';74°02.370';75;15:00;30 - 40 m;3;6;0;0;3;0;0;0;0;0;100;0;0;0;40;100;5;24.9;62.5;8.44;0.76;6.68;5.410;311.15;9.0404
Fournelle;FOUR1;03/08/2022;Juliane;Pelagic;FOUR1_Pelagic;45°54.948';74°02.370';75;15:03;40 - 50 m ;1;0;0;0;3;0;0;0;0;0;98;0;2;0;50;85;1;24.9;62.5;8.44;0.76;6.68;5.410;311.15;9.0404
Fournelle;FOUR2;03/08/2022;Juliane;Littoral;FOUR2_Littoral;45°54.820';74°02.397';80;14:35;0 - 10 m ;5;26;0;0;4;0;1;4;0;0;100;0;0;0;60;55;6;24.5;60.7;8.94;1.58;7.38;5.420;328.25;10.2989
Fournelle;FOUR2;03/08/2022;Juliane;Littoral;FOUR2_Littoral;45°54.820';74°02.397';80;14:38;10 - 20 m;5;12;0;0;5;0;1;0;0;0;100;0;0;0;5;80;2;24.5;60.7;8.94;1.58;7.38;5.420;328.25;10.2989
Fournelle;FOUR2;03/08/2022;Juliane;Littoral;FOUR2_Littoral;45°54.820';74°02.397';80;14:41;20 - 30 m;12;17;0;0;9;0;1;0;0;0;94;0;2;2;10;60;5;24.5;60.7;8.94;1.58;7.38;5.420;328.25;10.2989
Fournelle;FOUR2;03/08/2022;Juliane;Littoral;FOUR2_Littoral;45°54.820';74°02.397';80;14:44;30 - 40 m;4;23;0;0;1;0;2;3;0;0;90;0;5;5;2;65;2;24.5;60.7;8.94;1.58;7.38;5.420;328.25;10.2989
Fournelle;FOUR2;03/08/2022;Juliane;Littoral;FOUR2_Littoral;45°54.820';74°02.397';80;14:47;40 - 50 m ;1;15;0;0;7;0;0;1;0;0;90;0;5;5;5;70;8;24.5;60.7;8.94;1.58;7.38;5.420;328.25;10.2989
Fournelle;FOUR2;03/08/2022;Charles;Pelagic;FOUR2_Pelagic;45°54.820';74°02.397';80;14:35;0 - 10 m ;0;0;0;0;1;6;0;0;0;0;100;0;0;0;3;100;1;24.5;60.7;8.94;1.58;7.38;5.420;328.25;10.2989
Fournelle;FOUR2;03/08/2022;Charles;Pelagic;FOUR2_Pelagic;45°54.820';74°02.397';80;14:38;10 - 20 m;0;2;0;0;0;1;0;0;0;0;100;0;0;0;1;125;0;24.5;60.7;8.94;1.58;7.38;5.420;328.25;10.2989
Fournelle;FOUR2;03/08/2022;Charles;Pelagic;FOUR2_Pelagic;45°54.820';74°02.397';80;14:41;20 - 30 m;1;1;0;0;2;0;0;0;0;0;100;0;0;0;10;200;1;24.5;60.7;8.94;1.58;7.38;5.420;328.25;10.2989
Fournelle;FOUR2;03/08/2022;Charles;Pelagic;FOUR2_Pelagic;45°54.820';74°02.397';80;14:44;30 - 40 m;2;0;0;0;1;6;1;0;0;0;90;0;0;10;0;250;1;24.5;60.7;8.94;1.58;7.38;5.420;328.25;10.2989
Fournelle;FOUR2;03/08/2022;Charles;Pelagic;FOUR2_Pelagic;45°54.820';74°02.397';80;14:47;40 - 50 m ;2;10;0;0;0;2;1;0;0;0;90;0;0;10;0;250;0;24.5;60.7;8.94;1.58;7.38;5.420;328.25;10.2989
Fournelle;FOUR3;03/08/2022;Juliane;Littoral;FOUR3_Littoral;45°54.803';74°02.374';60;15:08;0 - 10 m ;8;35;0;0;3;0;1;0;0;0;100;0;0;0;30;50;12;24.6;60.7;8.78;1.33;7.61;5.370;308.87;7.4852
Fournelle;FOUR3;03/08/2022;Juliane;Littoral;FOUR3_Littoral;45°54.803';74°02.374';60;15:11;10 - 20 m;15;14;0;0;3;0;1;0;0;0;100;0;0;0;20;45;6;24.6;60.7;8.78;1.33;7.61;5.370;308.87;7.4852
Fournelle;FOUR3;03/08/2022;Juliane;Littoral;FOUR3_Littoral;45°54.803';74°02.374';60;15:14;20 - 30 m;4;42;0;0;21;1;1;0;1;0;100;0;0;0;10;45;15;24.6;60.7;8.78;1.33;7.61;5.370;308.87;7.4852
Fournelle;FOUR3;03/08/2022;Juliane;Littoral;FOUR3_Littoral;45°54.803';74°02.374';60;15:17;30 - 40 m;7;36;0;0;5;1;0;0;0;0;100;0;0;0;5;50;8;24.6;60.7;8.78;1.33;7.61;5.370;308.87;7.4852
Fournelle;FOUR3;03/08/2022;Juliane;Littoral;FOUR3_Littoral;45°54.803';74°02.374';60;15:20;40 - 50 m ;6;13;0;0;1;0;0;0;0;0;100;0;0;0;5;50;10;24.6;60.7;8.78;1.33;7.61;5.370;308.87;7.4852
